Date,wx_temperature_2m_mean,wx_temperature_2m_max,wx_temperature_2m_min,wx_precipitation_sum,wx_precipitation_hours,wx_snowfall_sum,wx_cloud_cover_mean,wx_wind_speed_10m_max,obs_precip_evening
2023-08-16,25.6,29.4,22.2,1.0,8.0,0.0,25,10.9,0.1
2023-08-17,26.4,30.6,22.5,0.1,1.0,0.0,38,6.7,0.0
2023-08-18,26.9,30.6,23.4,1.3,5.0,0.0,16,9.4,0.0
2023-08-19,26.8,31.4,23.6,0.2,2.0,0.0,14,13.9,0.0
2023-08-20,26.2,30.3,22.6,0.0,0.0,0.0,59,10.0,0.0
2023-08-21,26.9,31.6,23.8,4.7,8.0,0.0,71,17.1,2.4
2023-08-22,25.8,29.2,23.8,24.1,17.0,0.0,87,18.5,4.8
2023-08-23,24.1,25.1,23.2,62.5,23.0,0.0,98,13.4,2.2
2023-08-24,24.3,27.8,22.0,14.0,18.0,0.0,98,15.0,2.3
2023-08-25,24.8,27.7,22.2,1.3,10.0,0.0,40,19.3,0.0
2023-08-26,24.5,28.5,21.2,0.0,0.0,0.0,84,11.3,0.0
2023-08-27,23.9,27.2,20.8,1.5,5.0,0.0,98,14.0,0.4
2023-08-28,22.5,24.8,20.9,27.8,17.0,0.0,100,20.7,0.30000000000000004
2023-08-29,23.4,25.1,21.4,33.3,22.0,0.0,100,21.7,3.0
2023-08-30,22.2,24.8,20.4,3.0,9.0,0.0,99,10.8,1.2
2023-08-31,22.8,27.2,19.5,0.2,2.0,0.0,81,11.4,0.0
2023-09-01,22.5,27.8,18.1,0.0,0.0,0.0,7,11.3,0.0
2023-09-02,22.9,29.1,18.0,0.0,0.0,0.0,58,9.2,0.0
2023-09-03,25.1,29.1,22.0,2.4,9.0,0.0,91,8.7,0.0
2023-09-04,24.4,27.7,22.0,7.1,13.0,0.0,100,9.7,0.0
2023-09-05,25.8,30.5,23.2,2.7,5.0,0.0,53,11.5,0.0
2023-09-06,25.7,30.2,22.0,0.3,3.0,0.0,10,14.3,0.0
2023-09-07,23.9,29.6,18.2,0.0,0.0,0.0,0,12.2,0.0
2023-09-08,22.4,28.2,16.5,0.0,0.0,0.0,9,9.4,0.0
2023-09-09,23.5,29.0,18.8,0.0,0.0,0.0,62,10.5,0.0
2023-09-10,23.4,27.6,19.0,0.1,1.0,0.0,71,8.5,0.0
2023-09-11,23.7,27.9,21.2,0.8,6.0,0.0,66,11.9,0.0
2023-09-12,23.7,28.3,20.2,0.0,0.0,0.0,90,9.7,0.0
2023-09-13,21.5,22.9,19.5,19.2,19.0,0.0,100,10.5,3.6
2023-09-14,21.9,26.3,17.6,0.1,1.0,0.0,93,18.7,0.0
2023-09-15,21.3,23.4,20.1,9.5,14.0,0.0,100,12.2,0.0
2023-09-16,22.7,26.3,20.4,25.3,20.0,0.0,100,8.7,14.0
2023-09-17,22.8,26.7,20.4,12.4,14.0,0.0,82,12.6,0.0
2023-09-18,22.7,26.9,19.7,1.3,11.0,0.0,53,11.9,0.0
2023-09-19,22.4,26.5,19.0,0.6,3.0,0.0,94,14.8,0.0
2023-09-20,20.6,22.1,19.0,39.4,20.0,0.0,100,19.9,0.5
2023-09-21,18.9,22.4,16.2,0.0,0.0,0.0,84,19.3,0.0
2023-09-22,18.1,23.8,12.4,0.0,0.0,0.0,35,8.9,0.0
2023-09-23,19.8,24.9,14.8,0.0,0.0,0.0,86,16.1,0.0
2023-09-24,19.8,24.3,15.4,0.1,1.0,0.0,55,15.7,0.0
2023-09-25,19.7,23.0,17.1,1.3,7.0,0.0,96,12.1,0.6
2023-09-26,19.7,21.5,18.5,14.7,24.0,0.0,100,10.9,3.4
2023-09-27,20.9,23.4,19.6,2.8,13.0,0.0,78,10.9,0.0
2023-09-28,21.0,24.7,17.9,0.9,5.0,0.0,45,15.8,0.0
2023-09-29,19.1,23.7,15.9,0.0,0.0,0.0,84,10.8,0.0
2023-09-30,18.8,21.5,15.6,3.9,5.0,0.0,64,19.2,0.0
2023-10-01,16.1,21.3,12.1,0.0,0.0,0.0,3,16.8,0.0
2023-10-02,16.4,22.1,11.9,0.0,0.0,0.0,42,13.1,0.0
2023-10-03,15.8,20.9,11.8,0.0,0.0,0.0,61,12.5,0.0
2023-10-04,16.2,21.5,11.9,1.2,4.0,0.0,67,23.5,0.9
2023-10-05,13.1,17.1,9.3,0.0,0.0,0.0,31,23.2,0.0
2023-10-06,13.6,19.0,9.1,0.0,0.0,0.0,86,11.2,0.0
2023-10-07,14.6,20.8,8.2,0.0,0.0,0.0,91,10.0,0.0
2023-10-08,15.7,19.3,12.7,0.2,1.0,0.0,77,14.8,0.0
2023-10-09,15.6,19.4,13.1,0.2,2.0,0.0,74,9.9,0.0
2023-10-10,14.9,21.3,10.4,0.0,0.0,0.0,12,10.3,0.0
2023-10-11,15.2,21.2,11.1,0.0,0.0,0.0,32,9.2,0.0
2023-10-12,15.0,22.1,9.5,0.0,0.0,0.0,47,9.4,0.0
2023-10-13,16.0,20.0,12.5,0.0,0.0,0.0,94,7.9,0.0
2023-10-14,14.4,16.7,10.9,4.8,13.0,0.0,65,9.6,0.3
2023-10-15,14.3,19.5,10.8,0.0,0.0,0.0,23,15.6,0.0
2023-10-16,12.0,17.1,7.8,0.0,0.0,0.0,2,11.4,0.0
2023-10-17,11.8,17.7,7.8,0.0,0.0,0.0,0,9.5,0.0
2023-10-18,12.8,19.3,6.8,0.0,0.0,0.0,87,13.5,0.0
2023-10-19,15.3,18.4,13.5,8.1,7.0,0.0,98,13.4,0.0
2023-10-20,10.8,13.5,6.2,0.0,0.0,0.0,25,24.7,0.0
2023-10-21,9.0,15.3,4.0,0.0,0.0,0.0,17,20.6,0.0
2023-10-22,10.2,16.6,4.0,0.0,0.0,0.0,48,12.6,0.0
2023-10-23,12.7,18.0,7.8,0.7,4.0,0.0,54,13.4,0.0
2023-10-24,12.5,17.8,8.2,1.4,7.0,0.0,69,15.3,0.0
2023-10-25,13.8,20.0,9.2,0.1,1.0,0.0,53,9.6,0.0
2023-10-26,14.3,19.6,10.7,7.8,9.0,0.0,96,19.7,1.3
2023-10-27,13.3,17.6,8.9,0.5,5.0,0.0,48,11.6,0.0
2023-10-28,12.2,17.4,7.1,0.0,0.0,0.0,2,8.8,0.0
2023-10-29,12.1,18.3,6.8,0.0,0.0,0.0,13,9.4,0.0
2023-10-30,11.6,18.5,6.5,0.0,0.0,0.0,48,9.1,0.0
2023-10-31,12.3,18.4,7.5,0.0,0.0,0.0,64,12.3,0.0
2023-11-01,17.0,21.9,14.4,6.5,9.0,0.0,62,27.5,0.0
2023-11-02,17.8,23.0,14.5,0.0,0.0,0.0,10,18.6,0.0
2023-11-03,16.8,19.3,15.2,11.9,14.0,0.0,95,22.1,0.0
2023-11-04,16.4,20.2,13.9,2.0,2.0,0.0,86,14.8,0.0
2023-11-05,15.8,19.8,12.6,31.0,21.0,0.0,84,25.9,10.8
2023-11-06,13.9,18.9,6.7,34.9,20.0,0.0,75,38.6,0.6000000000000001
2023-11-07,4.5,7.0,2.2,0.1,1.0,0.0,25,26.6,0.0
2023-11-08,6.2,12.8,-0.4,0.0,0.0,0.0,36,8.2,0.0
2023-11-09,10.4,18.0,4.2,3.6,4.0,0.0,61,17.1,0.9
2023-11-10,2.3,6.9,-0.6,0.0,0.0,0.0,25,21.7,0.0
2023-11-11,-0.1,4.2,-3.2,0.0,0.0,0.0,50,10.4,0.0
2023-11-12,-0.8,3.4,-4.4,0.0,0.0,0.0,1,13.2,0.0
2023-11-13,-0.7,4.5,-4.9,0.0,0.0,0.0,3,13.9,0.0
2023-11-14,2.6,8.1,-2.7,0.0,0.0,0.0,60,9.0,0.0
2023-11-15,4.4,10.7,-1.9,0.0,0.0,0.0,51,13.3,0.0
2023-11-16,5.1,7.5,2.5,9.5,9.0,0.0,85,13.7,0.1
2023-11-17,0.6,3.9,-3.5,0.5,3.0,0.28,49,19.3,0.0
2023-11-18,-1.3,4.0,-4.6,0.0,0.0,0.0,3,21.2,0.0
2023-11-19,3.8,12.6,-3.4,0.2,2.0,0.0,20,25.6,0.0
2023-11-20,3.0,8.8,-2.3,0.0,0.0,0.0,0,8.7,0.0
2023-11-21,3.8,11.3,-1.4,0.0,0.0,0.0,13,10.2,0.0
2023-11-22,5.7,12.6,0.0,0.0,0.0,0.0,48,11.5,0.0
2023-11-23,8.9,13.0,1.4,0.4,4.0,0.0,57,23.2,0.0
2023-11-24,-2.8,0.4,-5.3,0.0,0.0,0.0,0,22.2,0.0
2023-11-25,-3.5,0.6,-6.8,0.0,0.0,0.0,13,8.9,0.0
2023-11-26,1.6,5.4,-1.7,0.0,0.0,0.0,75,9.6,0.0
2023-11-27,5.3,8.7,3.7,3.6,13.0,0.0,72,15.8,0.2
2023-11-28,-0.8,3.2,-4.2,0.0,0.0,0.0,20,22.1,0.0
2023-11-29,-2.7,0.1,-5.8,0.1,1.0,0.07,56,19.0,0.0
2023-11-30,-5.3,-2.1,-7.7,0.0,0.0,0.0,0,17.9,0.0
2023-12-01,-4.1,0.6,-7.1,0.0,0.0,0.0,5,20.3,0.0
2023-12-02,-0.1,6.3,-5.6,0.2,2.0,0.0,48,22.1,0.0
2023-12-03,-1.6,3.3,-5.6,0.0,0.0,0.0,0,11.8,0.0
2023-12-04,-0.5,6.8,-4.9,0.0,0.0,0.0,23,11.8,0.0
2023-12-05,4.1,9.5,0.8,0.0,0.0,0.0,60,10.1,0.0
2023-12-06,4.6,9.4,-0.2,11.1,6.0,0.0,67,21.0,0.0
2023-12-07,4.0,10.5,-3.1,0.0,0.0,0.0,5,25.8,0.0
2023-12-08,9.1,15.6,3.6,0.0,0.0,0.0,5,28.4,0.0
2023-12-09,10.7,15.3,7.4,0.2,2.0,0.0,32,15.5,0.0
2023-12-10,7.7,13.9,2.1,0.1,1.0,0.0,78,13.9,0.0
2023-12-11,7.8,10.2,3.4,14.3,21.0,0.0,100,30.2,3.1
2023-12-12,4.0,7.7,1.3,0.8,3.0,0.0,60,21.1,0.0
2023-12-13,4.2,10.0,-1.9,0.6,1.0,0.0,56,11.9,0.0
2023-12-14,6.5,7.2,5.4,19.8,18.0,0.0,100,22.6,7.0
2023-12-15,4.5,5.3,3.1,18.9,14.0,0.0,100,22.4,0.0
2023-12-16,-4.0,2.9,-10.9,0.4,3.0,0.14,53,30.3,0.0
2023-12-17,-10.3,-7.0,-12.8,0.0,0.0,0.0,0,18.3,0.0
2023-12-18,-7.7,-3.6,-11.0,0.0,0.0,0.0,76,12.7,0.0
2023-12-19,-4.3,0.0,-8.1,0.0,0.0,0.07,75,10.8,0.0
2023-12-20,-7.6,-3.9,-11.4,0.1,1.0,0.07,14,20.1,0.0
2023-12-21,-11.8,-8.1,-14.5,0.0,0.0,0.0,1,17.9,0.0
2023-12-22,-12.0,-8.1,-14.9,0.0,0.0,0.0,0,17.1,0.0
2023-12-23,-7.9,-2.4,-12.2,0.0,0.0,0.0,27,7.6,0.0
2023-12-24,-3.5,1.0,-5.4,0.6,6.0,0.42,56,10.0,0.0
2023-12-25,-2.7,1.9,-6.2,0.5,5.0,0.35,63,13.7,0.0
2023-12-26,-0.8,6.0,-5.3,0.0,0.0,0.0,56,18.6,0.0
2023-12-27,-0.9,5.5,-6.5,0.0,0.0,0.0,4,8.2,0.0
2023-12-28,-0.4,4.5,-3.7,0.0,0.0,0.0,33,11.1,0.0
2023-12-29,-0.1,4.5,-3.5,0.0,0.0,0.0,73,10.1,0.0
2023-12-30,-0.8,1.2,-3.9,11.4,15.0,5.46,94,13.8,0.5
2023-12-31,1.4,5.4,-2.4,2.2,10.0,0.07,70,18.1,0.0
2024-01-01,0.7,6.7,-3.6,0.0,0.0,0.0,45,12.7,0.0
2024-01-02,1.0,4.0,-1.7,0.1,1.0,0.0,97,12.7,0.0
2024-01-03,-0.2,3.1,-3.7,0.1,1.0,0.07,65,10.4,0.0
2024-01-04,-0.6,5.2,-5.6,0.0,0.0,0.0,29,17.4,0.0
2024-01-05,2.6,8.0,-2.0,0.6,4.0,0.0,23,16.6,0.0
2024-01-06,-1.9,3.5,-6.3,0.4,2.0,0.28,16,11.7,0.4
2024-01-07,-5.5,-2.7,-9.0,0.0,0.0,0.0,0,23.3,0.0
2024-01-08,-6.1,-1.8,-10.0,0.0,0.0,0.0,38,12.4,0.0
2024-01-09,-1.2,1.0,-3.4,2.4,16.0,1.68,100,9.4,0.30000000000000004
2024-01-10,-2.8,3.7,-6.9,0.0,0.0,0.0,19,8.6,0.0
2024-01-11,-1.4,4.8,-6.1,0.0,0.0,0.0,83,21.6,0.0
2024-01-12,-2.1,3.3,-6.4,0.0,0.0,0.0,0,14.5,0.0
2024-01-13,-2.9,3.2,-6.6,0.0,0.0,0.0,0,9.9,0.0
2024-01-14,-2.1,3.4,-5.8,2.7,4.0,0.0,46,15.5,0.0
2024-01-15,-5.0,0.6,-8.5,0.0,0.0,0.0,0,15.1,0.0
