Date,kbo_games,kbo_cancelled,kbo_any_game,kbo_seoul_games,kbo_first_start,kbo_main_start,kbo_games_19,kbo_games_21,kbo_overlap_19,kbo_overlap_21,kbo_is_postseason,sched__kbo_games,sched__kbo_any_game,sched__kbo_seoul_games,sched__kbo_first_start,sched__kbo_main_start,sched__kbo_games_19,sched__kbo_games_21,sched__kbo_overlap_19,sched__kbo_overlap_21,sched__kbo_is_postseason
2022-07-03,5.0,0.0,1.0,2.0,14.0,17.0,4.0,0.0,1.0,0.0,0.0,5,1,2,14.0,17.0,4,0,1.0,0.0,0
2022-07-05,4.0,1.0,1.0,1.0,18.5,18.5,4.0,4.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-07-06,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-07-07,4.0,1.0,1.0,1.0,18.5,18.5,4.0,4.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-07-08,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-07-09,5.0,0.0,1.0,2.0,14.0,18.0,4.0,4.0,1.0,0.25,0.0,5,1,2,14.0,18.0,4,4,1.0,0.25,0
2022-07-10,5.0,0.0,1.0,2.0,14.0,17.0,4.0,0.0,1.0,0.0,0.0,5,1,2,14.0,17.0,4,0,1.0,0.0,0
2022-07-12,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-07-13,2.0,3.0,1.0,0.0,18.5,18.5,2.0,2.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-07-14,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-07-16,1.0,0.0,1.0,1.0,18.0,18.0,1.0,1.0,1.0,0.25,0.0,1,1,1,18.0,18.0,1,1,1.0,0.25,0
2022-07-22,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-07-23,4.0,1.0,1.0,1.0,14.0,18.0,3.0,3.0,1.0,0.25,0.0,5,1,2,14.0,18.0,4,4,1.0,0.25,0
2022-07-24,5.0,0.0,1.0,2.0,14.0,17.0,4.0,0.0,1.0,0.0,0.0,5,1,2,14.0,17.0,4,0,1.0,0.0,0
2022-07-26,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-07-27,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-07-28,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-07-29,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-07-30,5.0,0.0,1.0,1.0,18.0,18.0,5.0,5.0,1.0,0.25,0.0,5,1,1,18.0,18.0,5,5,1.0,0.25,0
2022-07-31,2.0,3.0,1.0,0.0,17.0,17.0,2.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2022-08-02,3.0,2.0,1.0,1.0,18.5,18.5,3.0,3.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-08-03,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-08-04,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-08-05,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-08-06,5.0,0.0,1.0,1.0,18.0,18.0,5.0,5.0,1.0,0.25,0.0,5,1,1,18.0,18.0,5,5,1.0,0.25,0
2022-08-07,5.0,0.0,1.0,1.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2022-08-10,4.0,1.0,1.0,2.0,18.5,18.5,4.0,4.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-08-11,3.0,2.0,1.0,2.0,18.5,18.5,3.0,3.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-08-12,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-08-13,4.0,1.0,1.0,1.0,18.0,18.0,4.0,4.0,1.0,0.25,0.0,5,1,1,18.0,18.0,5,5,1.0,0.25,0
2022-08-14,5.0,0.0,1.0,1.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2022-08-16,2.0,3.0,1.0,1.0,18.5,18.5,2.0,2.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-08-17,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-08-18,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-08-19,3.0,2.0,1.0,0.0,18.5,18.5,3.0,3.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-08-20,4.0,1.0,1.0,2.0,14.0,18.0,3.0,3.0,1.0,0.25,0.0,5,1,2,14.0,18.0,4,4,1.0,0.25,0
2022-08-21,5.0,0.0,1.0,2.0,14.0,17.0,4.0,0.0,1.0,0.0,0.0,5,1,2,14.0,17.0,4,0,1.0,0.0,0
2022-08-23,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-08-24,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-08-25,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-08-26,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-08-27,5.0,0.0,1.0,1.0,18.0,18.0,5.0,5.0,1.0,0.25,0.0,5,1,1,18.0,18.0,5,5,1.0,0.25,0
2022-08-28,5.0,0.0,1.0,1.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2022-08-30,1.0,4.0,1.0,1.0,18.5,18.5,1.0,1.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-08-31,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-09-01,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-09-02,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-09-03,4.0,1.0,1.0,1.0,17.0,17.0,4.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2022-09-04,3.0,2.0,1.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,1,14.0,14.0,0,0,0.0,0.0,0
2022-09-06,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-09-07,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-09-08,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-09-09,5.0,0.0,1.0,2.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,2,14.0,14.0,0,0,0.0,0.0,0
2022-09-10,5.0,0.0,1.0,2.0,14.0,17.0,4.0,0.0,1.0,0.0,0.0,5,1,2,14.0,17.0,4,0,1.0,0.0,0
2022-09-11,5.0,0.0,1.0,2.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,2,14.0,14.0,0,0,0.0,0.0,0
2022-09-13,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-09-14,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-09-15,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-09-16,4.0,1.0,1.0,0.0,18.5,18.5,4.0,4.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-09-17,5.0,0.0,1.0,2.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,2,17.0,17.0,5,0,1.0,0.0,0
2022-09-18,5.0,0.0,1.0,2.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,2,14.0,14.0,0,0,0.0,0.0,0
2022-09-20,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-09-21,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-09-22,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-09-23,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2022-09-24,4.0,0.0,1.0,2.0,17.0,17.0,4.0,0.0,1.0,0.0,0.0,4,1,2,17.0,17.0,4,0,1.0,0.0,0
2022-09-25,4.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,4,1,1,14.0,14.0,0,0,0.0,0.0,0
2022-09-27,3.0,0.0,1.0,0.0,18.5,18.5,3.0,3.0,1.0,0.75,0.0,3,1,0,18.5,18.5,3,3,1.0,0.75,0
2022-09-28,3.0,0.0,1.0,0.0,18.5,18.5,3.0,3.0,1.0,0.75,0.0,3,1,0,18.5,18.5,3,3,1.0,0.75,0
2022-09-29,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2022-09-30,4.0,0.0,1.0,1.0,18.5,18.5,4.0,4.0,1.0,0.75,0.0,4,1,1,18.5,18.5,4,4,1.0,0.75,0
2022-10-01,3.0,0.0,1.0,1.0,17.0,17.0,3.0,0.0,1.0,0.0,0.0,3,1,1,17.0,17.0,3,0,1.0,0.0,0
2022-10-02,3.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,3,1,1,14.0,14.0,0,0,0.0,0.0,0
2022-10-03,2.0,2.0,1.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,4,1,1,14.0,14.0,0,0,0.0,0.0,0
2022-10-04,2.0,0.0,1.0,1.0,18.5,18.5,2.0,2.0,1.0,0.75,1.0,2,1,1,18.5,18.5,2,2,1.0,0.75,1
2022-10-05,4.0,0.0,1.0,1.0,18.5,18.5,4.0,4.0,1.0,0.75,0.0,4,1,1,18.5,18.5,4,4,1.0,0.75,0
2022-10-06,4.0,0.0,1.0,1.0,18.5,18.5,4.0,4.0,1.0,0.75,0.0,4,1,1,18.5,18.5,4,4,1.0,0.75,0
2022-10-07,3.0,0.0,1.0,1.0,18.5,18.5,3.0,3.0,1.0,0.75,0.0,3,1,1,18.5,18.5,3,3,1.0,0.75,0
2022-10-08,5.0,0.0,1.0,1.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2022-10-09,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,14.0,14.0,0,0,0.0,0.0,1
2022-10-10,1.0,0.0,1.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1,1,0,14.0,14.0,0,0,0.0,0.0,1
2022-10-11,1.0,0.0,1.0,1.0,18.5,18.5,1.0,1.0,1.0,0.75,1.0,1,1,1,18.5,18.5,1,1,1.0,0.75,1
2022-10-13,1.0,0.0,1.0,0.0,18.5,18.5,1.0,1.0,1.0,0.75,1.0,1,1,0,18.5,18.5,1,1,1.0,0.75,1
2022-10-16,1.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1,1,1,14.0,14.0,0,0,0.0,0.0,1
2022-10-17,1.0,0.0,1.0,1.0,18.5,18.5,1.0,1.0,1.0,0.75,1.0,1,1,1,18.5,18.5,1,1,1.0,0.75,1
2022-10-19,1.0,0.0,1.0,0.0,18.5,18.5,1.0,1.0,1.0,0.75,1.0,1,1,0,18.5,18.5,1,1,1.0,0.75,1
2022-10-20,1.0,0.0,1.0,0.0,18.5,18.5,1.0,1.0,1.0,0.75,1.0,1,1,0,18.5,18.5,1,1,1.0,0.75,1
2022-10-22,1.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1,1,1,14.0,14.0,0,0,0.0,0.0,1
2022-10-24,1.0,0.0,1.0,1.0,18.5,18.5,1.0,1.0,1.0,0.75,1.0,1,1,1,18.5,18.5,1,1,1.0,0.75,1
2022-10-25,1.0,0.0,1.0,1.0,18.5,18.5,1.0,1.0,1.0,0.75,1.0,1,1,1,18.5,18.5,1,1,1.0,0.75,1
2022-10-27,1.0,0.0,1.0,1.0,18.5,18.5,1.0,1.0,1.0,0.75,1.0,1,1,1,18.5,18.5,1,1,1.0,0.75,1
2022-10-28,1.0,0.0,1.0,1.0,18.5,18.5,1.0,1.0,1.0,0.75,1.0,1,1,1,18.5,18.5,1,1,1.0,0.75,1
2023-03-13,5.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,1,14.0,14.0,0,0,0.0,0.0,0
2023-03-14,5.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,1,14.0,14.0,0,0,0.0,0.0,0
2023-03-15,5.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,5,1,1,13.0,13.0,0,0,0.0,0.0,0
2023-03-16,5.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,1,14.0,14.0,0,0,0.0,0.0,0
2023-03-18,5.0,0.0,1.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,5,1,0,13.0,13.0,0,0,0.0,0.0,0
2023-03-19,5.0,0.0,1.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,5,1,0,13.0,13.0,0,0,0.0,0.0,0
2023-03-20,5.0,0.0,1.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,5,1,0,13.0,13.0,0,0,0.0,0.0,0
2023-03-21,5.0,0.0,1.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,5,1,0,13.0,13.0,0,0,0.0,0.0,0
2023-03-23,2.0,3.0,1.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,5,1,1,13.0,13.0,0,0,0.0,0.0,0
2023-03-24,5.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,5,1,1,13.0,13.0,0,0,0.0,0.0,0
2023-03-25,5.0,0.0,1.0,2.0,13.0,13.0,2.0,2.0,1.0,0.25,0.0,5,1,2,13.0,13.0,2,2,1.0,0.25,0
2023-03-26,5.0,0.0,1.0,2.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,5,1,2,13.0,13.0,0,0,0.0,0.0,0
2023-03-27,5.0,0.0,1.0,2.0,13.0,13.0,2.0,2.0,1.0,0.25,0.0,5,1,2,13.0,13.0,2,2,1.0,0.25,0
2023-03-28,5.0,0.0,1.0,2.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,5,1,2,13.0,13.0,0,0,0.0,0.0,0
2023-04-01,5.0,0.0,1.0,2.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,2,14.0,14.0,0,0,0.0,0.0,0
2023-04-02,5.0,0.0,1.0,2.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,2,14.0,14.0,0,0,0.0,0.0,0
2023-04-04,4.0,1.0,1.0,2.0,18.5,18.5,4.0,4.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-04-05,2.0,3.0,1.0,2.0,18.5,18.5,2.0,2.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-04-06,3.0,2.0,1.0,2.0,18.5,18.5,3.0,3.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-04-07,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-04-08,5.0,0.0,1.0,1.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2023-04-09,5.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,1,14.0,14.0,0,0,0.0,0.0,0
2023-04-11,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-04-12,4.0,1.0,1.0,0.0,18.5,18.5,4.0,4.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-04-13,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-04-14,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-04-15,5.0,0.0,1.0,2.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,2,17.0,17.0,5,0,1.0,0.0,0
2023-04-16,5.0,0.0,1.0,2.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,2,14.0,14.0,0,0,0.0,0.0,0
2023-04-18,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-04-19,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-04-20,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-04-21,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-04-22,5.0,0.0,1.0,1.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2023-04-23,5.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,1,14.0,14.0,0,0,0.0,0.0,0
2023-04-25,3.0,2.0,1.0,2.0,18.5,18.5,3.0,3.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-04-26,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-04-27,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-04-28,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-04-29,4.0,1.0,1.0,1.0,17.0,17.0,4.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2023-04-30,5.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,1,14.0,14.0,0,0,0.0,0.0,0
2023-05-02,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-05-03,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-05-04,3.0,2.0,1.0,1.0,18.5,18.5,3.0,3.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-05-05,1.0,4.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,2,14.0,14.0,0,0,0.0,0.0,0
2023-05-06,1.0,4.0,1.0,1.0,17.0,17.0,1.0,0.0,1.0,0.0,0.0,5,1,2,14.0,17.0,4,0,1.0,0.0,0
2023-05-07,3.0,2.0,1.0,2.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,2,14.0,14.0,0,0,0.0,0.0,0
2023-05-09,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-05-10,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-05-11,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-05-12,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-05-13,5.0,0.0,1.0,2.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,2,17.0,17.0,5,0,1.0,0.0,0
2023-05-14,5.0,0.0,1.0,2.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,2,14.0,14.0,0,0,0.0,0.0,0
2023-05-16,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-05-17,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-05-18,3.0,2.0,1.0,2.0,18.5,18.5,3.0,3.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-05-19,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-05-20,5.0,0.0,1.0,1.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2023-05-21,5.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,1,14.0,14.0,0,0,0.0,0.0,0
2023-05-23,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-05-24,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-05-25,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-05-26,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-05-27,4.0,1.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,2,14.0,14.0,0,0,0.0,0.0,0
2023-05-28,3.0,2.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,5,1,2,14.0,14.0,0,0,0.0,0.0,0
2023-05-30,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-05-31,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-06-01,3.0,2.0,1.0,1.0,18.5,18.5,3.0,3.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-06-02,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-06-03,5.0,0.0,1.0,1.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2023-06-04,5.0,0.0,1.0,1.0,14.0,17.0,4.0,0.0,1.0,0.0,0.0,5,1,1,14.0,17.0,4,0,1.0,0.0,0
2023-06-06,5.0,0.0,1.0,2.0,14.0,14.0,2.0,0.0,1.0,0.0,0.0,5,1,2,14.0,14.0,2,0,1.0,0.0,0
2023-06-07,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-06-08,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-06-09,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-06-10,5.0,0.0,1.0,1.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2023-06-11,5.0,0.0,1.0,1.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2023-06-13,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-06-14,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-06-15,5.0,0.0,1.0,2.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,2,18.5,18.5,5,5,1.0,0.75,0
2023-06-16,5.0,0.0,1.0,1.0,18.5,18.5,5.0,5.0,1.0,0.75,0.0,5,1,1,18.5,18.5,5,5,1.0,0.75,0
2023-06-17,5.0,0.0,1.0,1.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
2023-06-18,5.0,0.0,1.0,1.0,17.0,17.0,5.0,0.0,1.0,0.0,0.0,5,1,1,17.0,17.0,5,0,1.0,0.0,0
